nina,last_name,first_name,birth_date,sex,region_code,birth_region,cercle,commune,village,father_name,mother_name,language,has_error,error_type,error_field
10302220300447U,Dakkuo,Abdourahmane,2003-02-22,M,2,Koulikoro,Dioila,Massigui,Fadiabougou,Fodie Yaranangore,Karidja Tabouré,fr,True,typo_substitution,last_name
13402638075059G,Sarr,Almahdy,1934-02-13,M,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Brahima Diakite,Téninkè Sanou,tmq,False,,
18401122097684K,Yalcouye,Housseini,1984-01-28,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Housseini Samassekou,Aïchatou Yanogo,bm,False,,
21101411054466L,Fofana,Sadiatou,2011-01-03,F,4,Ségou,Macina,Kolongo,Tioribabougou,Sambou Traore,Zeynabou Fall,fr,False,,
10704331170827W,Ascofare,Ykro,2007-04-07,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Boukari Barry,Fatoumata Bengaly,fr,True,typo_substitution,first_name
22009341300935E,Bengaly,Sita,2020-09-06,F,3,Sikasso,Sikasso,Kaboila,Kefanazana,Adama Balde,Téné Guindo,fr,True,typo_substitution,first_name
13402302091864D,Kamissoko,Daouda,1934-02-20,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Sékou Diawara,Fanké Niang,bm,False,,
24111516190829T,Walet,Fadimatou,1941-11-16,F,5,Koulikoro,Dioila,Massigui,Fadiabougou,Khalifa Mahamadou,Halima Ag,fr,True,geographic_mismatch,birth_region
11712335194712T,Walet,Lamine,2017-12-05,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Youssouf Kane,Roukaya Seck,fr,False,,
18810619077336G,Doeng,Aliou,1988-10-13,M,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Abdoul Kassogue,Wassa Sogoba,ff,True,typo_substitution,last_name
24812257261384Y,Fane,Niélima,1948-12-01,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Gaoussou Yattara,Founékè Walet,bm,False,,
29304618298411P,Tabouré,Safietou,1993-04-15,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Yacouba Ka,Diénéba Sall,ff,False,,
25503320218911D,Ascofqre,Massikè,1955-03-08,F,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Mamary Walet,Mahoua Souleymane,fr,True,typo_substitution,last_name
13704703239525D,Pamateck,Samberou,1937-04-17,M,7,Gao,Ansongo,Tessit,Ansongala,Soumaïla Samassekou,Massira Konfourou,dje,False,,
26511325013184D,Hamadou,Fatimata,1965-11-09,F,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Fasseri Tangara,Toko Samake,bm,False,,
18201360117101D,Tounkada,Drissa,1982-01-17,M,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Fadima Toure,Sirantan Sall,bm,True,typo_substitution,last_name
17501939071876F,Issoufou,Fasséni,1975-01-01,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Mamadou Saye,Kani Sanou,bm,False,,
15904642263780A,Gakoou,Boukary,1959-04-04,M,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Diakaridia Lo,Asmaou Ka,ff,True,typo_insertion,last_name
19205455097440C,Yorodian,Dicko,1992-05-02,M,4,Ségou,San,Kava,Damansela,Sidi Cheickna,Hawakè Sangare,bm,True,field_inversion,"first_name,last_name"
27412101256830D,Theera,Haeiata,1974-12-07,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Samba Ly,Téninkè Kanté,bm,True,typo_substitution,first_name
27605741294888D,Hamidoh,Fanké,1976-05-20,F,7,Gao,Bourem,Bamba,Bouremaya,Yoro Hamidou,Korotoumou Oumarou,dje,True,typo_substitution,last_name
18201207284182Q,Camara,Housseyni,01/18/1982,M,2,Koulikoro,Nara,Dilly,Niamala,Yousouf Sylla,Oumou Barry,fr,True,date_format_error,birth_date
26804315150676R,Nafissatou,Mahamadou,1968-04-27,F,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Soumana Kone,Hadya Coulou,fr,True,field_inversion,"first_name,last_name"
28710511057133K,Bakary,Hamssatou,1987-10-29,F,5,Mopti,Bandiagara,Sangha,Sevarela,Hamidou Diallo,Bafou Dia,ff,False,,
26410553244163R,Soumountéra,Karidja,1964-10-13,F,5,Mopti,Djenne,Femaye,Sofarana,Mustapha Sall,Niékè Hamady,bm,True,invalid_checksum,nina
14108539127539A,Yanogo,Aly,1941-08-06,M,5,Mopti,Bandiagara,Sangha,Sevarela,Bilali Hamady,Kaïrou Soumountéra,fr,False,,
29406857234356U,Saye,Niamoï,1994-06-17,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Mamoudou Tall,Souadou Dieng,fr,False,,
23302525094716N,Diaby,Fadima,1933-02-01,F,5,Mopti,Douentza,Hombori,Yalakoura,Yéro Cisse,Bassiratou Kaba,bm,False,,
20311859035715P,Gueye,Sadiatou,2003-11-12,F,8,Kidal,Abeibara,Boghassa,Boghassaren,Tidiane Abdramane,Goundo Bamba,fr,False,,
23707529085259B,Ka,Dadu,1937-07-16,F,5,Mopti,Tenenkou,Diondiori,Diafarabe-Kola,Oumar Boubou,Oumou Sidibe,dje,True,phonetic_spelling,first_name
27801101129118C,Daansoko,Kourou,1978-01-29,F,1,Kayes,Kita,Sebekoro,Kountouba,Dembele Boubou,Niamtou Boubou,fr,True,phonetic_spelling,last_name
26012354083175J,Konate,Hawawou,1960-12-19,F,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Daouda Yattara,Sokhna Wague,ff,False,,
11812143006694V,Daou,Tiécoura,2018-12-07,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Sidi Yaranangore,Hadiaratou Gueye,fr,False,,
13910545025857L,Kobfe,Abderahmane,1939-10-16,M,5,Mopti,Koro,Dioungani,Bankassou,Abdoulwahab Kanoute,Bafou Dolo,dje,True,typo_substitution,last_name
21902313047017V,Ly,Hawa,2019-02-25,F,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Mahamadou Pamateck,Sadio Maiga,fr,False,,
13512811086046P,Dicko,Inahaman,1935-12-06,M,8,Kidal,Abeibara,Boghassa,Boghassaren,Salia Tapily,Founékè Salaha,fr,False,,
23409508119219D,Magassa,Tkko,1934-09-03,F,5,Mopti,Djenne,Femaye,Sofarana,Néné Tall,Kadiatou Wélé,bm,True,typo_substitution,first_name
26402105112421E,Dougnoj,Korka,1964-02-08,F,1,Kayes,Kita,Sebekoro,Kountouba,Youssouf Fane,Massitan Bakary,snk,True,typo_substitution,last_name
25708860069341L,Taall,Roukaya,1957-08-01,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Boureima Karembe,Fati Mariko,fr,True,phonetic_spelling,last_name
13303638007239E,Sissoko,Seyni,1933-03-23,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Boureima Wague,Karidja Sarr,ff,False,,
11501109192511L,Tessougue,Fakourou,2015-01-05,M,1,Kayes,Yelimane,Kremis,Tougandama,Tiémoko Ascofare,Fatim Toure,snk,False,,
25103157169138X,Kassogue,Néma,1951-03-10,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Abderahmane Fofana,Hadjaratou Dicko,bm,False,,
16212922176249E,Dia,Issa,1962-12-01,M,9,Bamako,District de Bamako,Commune VI,Niamakorola,Aliou Dieng,Khadija Ndiaye,bm,False,,
14708541004067M,Sylla,Moyssa,1947-08-18,M,5,Mopti,Koro,Dioungani,Bankassou,Famagan Diakite,Roukaya Drame,ff,True,typo_substitution,first_name
29411930160169L,Balde,Maïam,1994-11-25,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Bokar Yattara,Hawawou Dieng,bm,True,typo_omission,first_name
24601124204387T,Niare,Soudata,1946-01-07,F,1,Kayes,Diema,Lakamane,Mansakoro,Sidi Bocoum,Dadou Wane,snk,False,,
20703149196438C,Samke,Houleye,2007-03-17,F,1,Kayes,Bafoulabe,Diakon,Sambela,Solo Bakary,Penda Abdramane,snk,True,typo_omission,last_name
26002739247074E,Kaira,Sagara,1960-02-12,F,7,Gao,Gao,Soni Ali Ber,Gargandobo,Cherifou Maiguizo,Téné Haidara,fr,True,field_inversion,"first_name,last_name"
29309626213963B,Mahamoud,Kadidia,1993-09-27,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Hamadou Maouloud,Founékou Dolo,fr,False,,
16504225290167V,Ba,Birama,1965-04-28,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Sadio Tamboura,Korké Dembaga,bm,False,,
28008804198949P,Bocoum,Bintatou,1980-08-27,F,8,Kidal,Kidal,Anefif,Adjelhocan,Klétigui Seck,Mahawatou Camara,tmq,False,,
15304843076268H,Saidu,Gibril,1953-04-14,M,8,Kidal,Kidal,Anefif,Adjelhocan,Tiéman Tamboura,Oulématou Konandji,fr,True,phonetic_spelling,last_name
21211938042531M,Bah,Téninkè,2012-11-29,F,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Kalifa Kane,Niénè Dougnon,bm,False,,
21302257046112K,Sogodogo,Mariétoulaye,2013-02-04,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Bakoroba Drame,Sadia Ka,bm,False,,
14601253252002Q,Diabate,Moussa,1946-01-14,M,2,Koulikoro,Nara,Dilly,Niamala,Zacharia Dicko,Soumeyatou Dicko,bm,False,,
15209224096721K,Dansoko,Fadiala,1952-09-26,M,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Bilaly Sow,Niékè Niang,bm,False,,
17210213031768R,Sow,Boureima,1972-10-12,M,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Famagan Coumare,Kandé Ould,fr,False,,
14502119044387E,Wague,Niankoro,1945-02-28,M,1,Kayes,Diema,Lakamane,Mansakoro,Ibrahim Dackouo,Hawa Tabouré,snk,False,,
10903104137770E,Diarrra,Demberel,2009-03-17,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Moustapha Fofana,Fadima Thiam,fr,True,typo_insertion,last_name
23312728173380N,Dackouo,Wassila,1933-12-11,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Zié Bengaly,Fati Wélé,dje,False,,
27211452052004E,Saidou,Nafissa,1972-11-27,F,4,Ségou,Macina,Kolongo,Tioribabougou,Boukari Diawara,Oumou Wague,bm,False,,
10810429244528C,Touray,Abdoulwahab,2008-10-25,M,4,Ségou,Bla,Yangasso,Wolofobougou,Famakan Traore,Zeynabou Ouologuem,fr,False,,
18107121228240K,Kebe,Boukari,1981-07-12,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Lassina Berthe,Djoumé Kane,ff,False,,
18406925151622U,Baa,Cherif,1984-06-07,M,9,Bamako,District de Bamako,Commune VI,Niamakorola,Boubakar Konfe,Massikè Ouattara,fr,True,phonetic_spelling,last_name
15706508247679F,Boureima,Zié,1957-06-11,M,5,Mopti,Koro,Dioungani,Bankassou,Zana Thiam,Saoudatou Bagayoko,fr,False,,
14010260168925Q,Maouloud,Tahir,1940-10-16,M,2,Koulikoro,Nara,Dilly,Niamala,Niamoye Ndiaye,Asma Tamboura,bm,False,,
11101809274649H,Sylla,Cheick,2011-01-13,M,8,Kidal,Abeibara,Boghassa,Boghassaren,Housseini Sagara,Naba Soumountéra,fr,False,,
21510948196670Q,Salaha,Fatoumd,2015-10-26,F,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Diakalia Fall,Djènè Soumare,bm,True,typo_substitution,first_name
26307255161977S,Almoustapha,Awakè,1963-07-03,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Karamoko Traore,Karidja Sanogo,fr,False,,
24404450187817Q,Bathily,Hadjaratou,1944-04-26,F,4,Ségou,San,Kava,Damansela,Abdoulwahab Ndiaye,Djelika Mahamoud,fr,False,,
27106410152858W,Ndiaye,Korotou,1971-06-30,F,4,Ségou,San,Kava,Damansela,Gibril Saidou,Founé Guindo,fr,False,,
11203721159515X,Wague,Niankoro,03/01/2012,M,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Bilal Sogodogo,Mahawatou Gueye,dje,True,date_format_error,birth_date
14612410108869K,Fall,Hamadi,1946-12-04,M,4,Ségou,Macina,Kolongo,Tioribabougou,Karamoko Diakite,Mariétoulaye Yattara,bm,False,,
20706859082023L,Souleymane,Niamoï,2007-06-22,F,8,Kidal,Abeibara,Boghassa,Boghassaren,Madiou Bocoum,Khadidiatou Yalcouye,tmq,False,,
23601134145290P,Ba,Hassanatou,1936-01-15,F,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Ichaka Hamidou,Fadima Cheick,bm,False,,
17709920235671R,Konare,Aboubakar,1977-09-14,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Boubacar Hamadou,Nafissa Mariko,bm,False,,
10212352101753C,Keita,Fadima,2002-12-15,M,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Idriss Soumountéra,Massitan Fadiga,bm,False,,
28810854087949G,Kone,Fadima,1988-10-01,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Fassara Yalcouye,Hadiaratou Diakite,fr,False,,
22006728077643K,Kanté,Maïraml,2020-06-25,F,7,Gao,Ansongo,Tessit,Ansongala,Souleymane Tounkara,Bassiratou Mahamoud,dje,True,typo_insertion,first_name
28011825141648M,Hamadou,Hadya,1980-11-19,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Mamadou Tounkara,Niélé Samake,fr,False,,
13911138294587V,Soumbounou,Niankoro,1939-11-01,M,1,Kayes,Bafoulabe,Diakon,Sambela,Housseini Diabate,Ténémba Sow,ff,False,,
29904437065102B,Korotoumou,Tapily,1999-04-24,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Cherif Bakary,Awa Kanté,fr,True,field_inversion,"first_name,last_name"
21807134300552D,Wague,Hamsétou,2018-07-31,F,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Founeke Ka,Fadimata Tounkara,snk,False,,
17611136229820J,Napo,Ndaly,1976-11-21,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Ousmane Bathily,Awakè Dia,snk,True,typo_substitution,first_name
23203435088434M,Traor,Oulématou,1932-03-03,F,4,Ségou,Bla,Yangasso,Wolofobougou,Solo Cisse,Niélima Tessougue,bm,True,typo_omission,last_name
28708735262215X,Fadimatou,Fomba,1987-08-15,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Oumar Sarr,Djeneba Bah,fr,True,field_inversion,"first_name,last_name"
19703736111606H,Yaranangore,Niamoie,1997-03-02,M,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Fousseni Bocoum,Diariatou Souleymane,dje,True,phonetic_spelling,first_name
24410506131693T,Bocoum,Habiba,1944-10-24,F,5,Mopti,Douentza,Hombori,Yalakoura,Boubakar Bakary,Fatim Sidibe,bm,False,,
18906924289674R,Sogoba,Yousouf,06/14/1989,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Mamarou Ly,Penda Napo,bm,True,date_format_error,birth_date
17909118064545P,Nizng,Hassane,1979-09-29,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Ichaka Konfourou,Korotoumou Yanogo,fr,True,typo_substitution,last_name
21612107194993C,Ndiaye,Niélétou,2016-12-14,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Salif Wague,Mariétou Mahamadou,bm,False,,
29301234179718D,Sogodogo,Kani,1993-01-07,F,2,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Bandé Daou,Hawawou Fomba,fr,True,geographic_mismatch,birth_region
15104452273565B,Kanté,Hamidou,1951-04-10,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Issaka Bathily,Djènè Keita,fr,False,,
18909537137055R,Bamba,Tidjane,1989-09-20,M,5,Mopti,Mopti,Konna,Tongorongo,Yaye Dieng,Khadidiatou Ly,dje,True,invalid_checksum,nina
25406328267965K,Lo,Diénébou,1954-06-03,F,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Abdou Bagayoko,Diénébou Konfourou,bm,False,,
10106147123968B,Dabo,Kalifa,2001-06-17,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Aboubakar Kone,Sanaba Goita,ff,False,,
11812544261955D,Dansoko,Hamidou,2018-12-23,M,5,Mopti,Djenne,Femaye,Sofarana,Maïga Dakouo,Khadija Oumarou,fr,False,,
16703101218720P,Oumarou,Manga,1967-03-17,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Bakoroba Seck,Binta Ibrahima,fr,False,,
11404860269926Q,Fall,Yaya,2014-04-11,M,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Lassana Bicaba,Kaira Dakouo,tmq,False,,
20309625088383P,Niang,Hsdiata,2003-09-11,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Djibrilla Dieng,Niamana Tounkara,dje,True,typo_substitution,first_name
29604360157952U,Dakouo,Djeneba,1996-04-02,F,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Gaoussou Kebe,Maimouna Yaranangore,fr,False,,
29309423055006D,Dembaga,Asma,1993-09-20,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Bréhima Wélé,Sanou Keita,fr,False,,
18909134264921E,Haiara,Tidiane,1989-09-24,M,1,Kayes,Diema,Lakamane,Mansakoro,Nfaly Kebe,Fatoumata Haidara,bm,True,typo_omission,last_name
21102235138112T,Ould,Fadimata,2011-02-01,F,2,Ségou,Segou,Sebougou,Sonfara,Sidi Konare,Naminata Theera,bm,True,geographic_mismatch,birth_region
16612319021137A,Mhamoud,Bocar,1966-12-24,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Mande Yanogo,Assitan Konare,ff,True,typo_omission,last_name
27404636254820V,Bathily,Koirou,1974-04-25,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Founeke Wélé,Niékè Boncana,tmq,True,typo_substitution,first_name
26311601122054U,Dadkouo,Goundoba,1963-11-11,F,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Yssouf Keita,Fatoumé Soumbounou,dje,True,typo_substitution,last_name
14203318059885K,Kamissoko,Hamadi,1942-03-31,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Klétigui Kane,Téné Yalcouye,ff,False,,
16805847258626D,Sow,Famakan,1968-05-30,M,8,Kidal,Kidal,Anefif,Adjelhocan,Issaka Gakou,Aïchata Tounkara,fr,False,,
29110360075437G,Konate,Mariama,1991-10-21,F,3,Sikasso,Sikasso,Kaboila,Kefanazana,Fakourou Dabo,Bintou Almoustapha,bm,False,,
16308322219491C,Sanogo,Almahady,1963-08-22,M,3,Tombouctou,Dire,Tienkour,Arawana-Kel,Samberou Diakite,Maïmounatou Niang,bm,True,geographic_mismatch,birth_region
19309458025187C,Foofana,Bakary,1993-09-11,M,4,Ségou,San,Kava,Damansela,Aliou Ouologuem,Kadidiatou Goita,bm,True,phonetic_spelling,last_name
20801624172312R,Niaang,Fadima,2008-01-03,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Dembele Coulibaly,Khadidja Abdramane,tmq,True,phonetic_spelling,last_name
11307818108599Q,Maouloud,Karim,2013-07-07,M,8,Kidal,Tessalit,Timetrine,Aguelhokan,Salia Cheick,Roukietou Tounkara,fr,False,,
12105346229948H,Fomba,Lassana,2021-05-22,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Issiaka Dackouo,Maïmounatou Yalcouye,fr,False,,
18201109099429N,Souleymane,Cherif,1982-01-11,M,1,Kayes,Kita,Sebekoro,Kountouba,Niamba Salaha,Niélékè Bicaba,ff,False,,
17603505248430G,Mahamadou,Aboubacrine,03/26/1976,M,5,Mopti,Djenne,Femaye,Sofarana,Sékou Niare,Aïchatou Macalou,ff,True,date_format_error,birth_date
13405813204507X,Oumarou,Inahaman,1934-05-10,M,8,Kidal,Kidal,Anefif,Adjelhocan,Lassana Niare,Bintoukè Sogoba,tmq,False,,
29709539140212B,Barry,Aminata,1997-09-22,F,5,Mopti,Bandiagara,Sangha,Sevarela,Mamary Sogodogo,Soukeyna Keita,dje,False,,
27409455113304T,Dukoure,Maïrama,1974-09-07,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Nouhoum Sako,Naba Cisse,fr,True,phonetic_spelling,last_name
15503356027658F,Dieng,Yorodian,1955-03-14,M,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Mahamane Soumare,Aminata Sanou,ff,False,,
29610406282271U,Dansoko,Kandé,1996-10-21,F,4,Ségou,San,Kava,Damansela,Mamoudou Tessougue,Kourou Kone,fr,False,,
15904918091263Q,Konate,Mahaman,1959-04-27,M,9,Bamako,District de Bamako,Commune VI,Niamakorola,Abdoulkarim Tabouré,Djelika Almoustapha,bm,False,,
17809515167276A,Dia,Souleyman,1978-09-28,M,5,Mopti,Koro,Dioungani,Bankassou,Abdoul Mahamoud,Penda Bocar,ff,False,,
26508410246096M,Gassama,Adama,1965-08-11,F,4,Ségou,Bla,Yangasso,Wolofobougou,Galo Barry,Hadiaratou Bah,bm,False,,
17610819011318B,Konare,Yayi,1976-10-08,M,8,Kidal,Tessalit,Timetrine,Aguelhokan,Yéro Bah,Nafissatou Drame,fr,False,,
26807826052742F,Mahamadou,Naminats,1968-07-05,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Yacoub Coulibaly,Hawaou Fomba,tmq,True,typo_substitution,first_name
11108216043275D,Drame,Abdoulay,2011-08-03,M,2,Koulikoro,Dioila,Massigui,Fadiabougou,Youssouf Coulibaly,Mariam Magassa,bm,False,,
16801309246778Q,Malléé,Sidiki,1968-01-19,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Mamarou Dolo,Dénou Soumbounou,fr,True,typo_insertion,last_name
10602235152106D,Sogoba,Tidjani,2006-02-03,M,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Boubakar Traore,Naba Doumbia,fr,False,,
13110442147232A,Maouloud,Hassane,10/31/1931,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Cherifou Niang,Founékou Sako,fr,True,date_format_error,birth_date
20010405171122V,Bengaly,Sanaba,2000-10-05,F,4,Ségou,Baroueli,Tamani,Fienso-Were,Oumar Gakou,Hadiaratou Kane,bm,False,,
25606258155640U,Goita,Djoumé,1956-06-14,F,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Salif Daou,Korotou Bamba,bm,False,,
14202156077797J,Faiga,Lamine,1942-02-06,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Tiéman Boncana,Niélékou Soumbounou,fr,True,typo_omission,last_name
16304409094786R,Maouloud,Sékoba,1963-04-19,M,4,Ségou,San,Kava,Damansela,Lamine Gassama,Téninkè Mariko,bm,False,,
28510252126393Y,LUy,Fatoukè,1985-10-06,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Maïga Bakary,Djénétou Gassama,fr,True,typo_insertion,last_name
29612114009372G,Yehia,Wassakè,1996-12-11,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Bourama Niang,Salimata Dembaga,bm,False,,
10601430074856Q,Abdramane,Bocaar,2006-01-03,M,4,Ségou,Segou,Sebougou,Sonfara,Zana Ka,Naba Kone,fr,True,phonetic_spelling,first_name
16302828191056D,Magassa,Absoulwahab,1963-02-27,M,8,Kidal,Kidal,Anefif,Adjelhocan,Souleyman Sidibe,Mahawatou Kaba,fr,True,typo_substitution,first_name
29503249094482S,Diawara,Kankoun,1995-03-31,F,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Mahamoud Saye,Soudata Touray,bm,False,,
11805408080062E,Camar,Yousouf,2018-05-11,M,4,Ségou,Segou,Sebougou,Sonfara,Founeke Tall,Niékè Konare,fr,True,typo_omission,last_name
29704733157727K,Lo,Téninkè,1997-04-01,F,7,Gao,Bourem,Bamba,Bouremaya,Mamary Daou,Niaba Konfe,dje,False,,
19106114206634D,Kone,Sambou,1991-06-12,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Yéro Barry,Kadidia Salaha,fr,False,,
23210621208848F,Almoustaphq,Hapsatou,1932-10-18,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Aliou Walet,Safiatou Bocoum,tmq,True,typo_substitution,last_name
14302319084555H,Magassa,Ibrahim,1943-02-11,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Bouréma Keita,Hamsatou Ongoiba,fr,False,,
17006318044584B,Malmé,Oumar,1970-06-30,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Oumarou Mariko,Sira Dembele,bm,True,typo_substitution,last_name
16008449201744H,Yaranangore,Fousseyni,1960-08-10,M,4,Ségou,San,Kava,Damansela,Hamadi Diabate,Dénou Konfourou,fr,False,,
18506138196489X,Toure,Tiéfing,1985-06-27,M,1,Kayes,Bafoulabe,Diakon,Sambela,Mamarou Gakou,Khadidja Boubou,fr,False,,
16307915111827T,Drame,Tahir,1963-07-25,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Cherifou Konare,Niékè Coulou,bm,False,,
17202419185639K,Wane,Ousmane,1972-02-15,M,4,Ségou,Macina,Kolongo,Tioribabougou,Cherif Boncana,Bassiratou Ka,fr,False,,
22010252008147B,Ongoiba,Fatkukè,2020-10-24,F,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Karim Fane,Fadima Saidou,bm,True,typo_substitution,first_name
20908105092728N,Hamady,Djènè,2009-08-07,F,1,Kayes,Diema,Lakamane,Mansakoro,Alaye Tamboura,Houley Hamadou,snk,False,,
28009124147411T,Konfurou,Halimatou,1980-09-03,F,1,Kayes,Kita,Sebekoro,Kountouba,Gibril Cheick,Bintoukè Bicaba,bm,True,phonetic_spelling,last_name
29411803030759E,Seck,Hasssanatou,1994-11-10,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Brahima Keita,Penda Kanoute,tmq,True,typo_insertion,first_name
20510806179478T,Samassekou,Zeïnab,2005-10-11,F,8,Kidal,Abeibara,Boghassa,Boghassaren,Mahamane Samassekou,Djelika Samake,fr,False,,
20209328103412E,Yanogo,Korotoumou,2002-09-16,F,3,Sikasso,Bougouni,Sido,Misseniba,Lamine Dackouo,Hawaou Kebe,fr,False,,
27703218233040R,Issoufou,Penda,1977-03-27,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Allaye Fadiga,Zeynabou Thiam,bm,False,,
28805160186809K,Wane,Wasakè,1988-05-11,F,1,Kayes,Yelimane,Kremis,Tougandama,Bouréma Diakite,Kadidiatou Sissoko,ff,True,phonetic_spelling,first_name
10505118208084S,Sage,Cherif,2005-05-10,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Soumaïla Ly,Soumeyatou Thiam,bm,True,typo_substitution,last_name
17506323215494G,Yalcouye,Mahaman,1975-06-21,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Housseyni Konare,Nafissa Ag,bm,False,,
27805136102080Y,Konandji,Marima,1978-05-01,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Tiéman Ouologuem,Fati Karembe,fr,True,typo_omission,first_name
29203251209270G,Konfe,Asmaa,1992-03-15,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Bakary Cheickna,Wassa Cheickna,fr,True,phonetic_spelling,first_name
16704725111357M,Ka,Famakan,1967-04-28,M,7,Tombouctou,Dire,Tienkour,Arawana-Kel,Djibrilla Soumountéra,Kadiatou Bamba,dje,True,geographic_mismatch,birth_region
17203832234424X,Toutay,Sékoba,1972-03-07,M,8,Kidal,Kidal,Anefif,Adjelhocan,Sékoba Boureima,Goundoba Konfe,tmq,True,typo_substitution,last_name
16408628196292H,Ag,Abdou,1964-08-31,M,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Tahirou Fomba,Tenin Kanoute,fr,False,,
